name,city,price
sincerely yogurt,Bridgeville,$$$$
cowtastic frozen yogurt,McMurray,$$$$
churn,Glenshaw,$$$$
china palace of wexford,Wexford,$$$
sincerely yogurt,Cranberry Township,$$$
quickly,Concord,$$$
boba tea & snow ice house,Richmond,$$$$
brecotea,Richmond,$$$$
zen cafe treats,Richmond,$$$$
gigi tea time,Richmond,$$$$
oh mochi - richmond,Richmond,$$$$
kokee tea,Richmond,$$$
kung fu tea,Richmond,$$$$
brecotea,Glen Allen,$$$$
dragon treats dessert cafe,Henrico,$$$$
chum chum onigiri,Richmond,$$$
tt lounge,Richmond,$$$$
brecotea,Richmond,$$$$
zzaam! kokee midlothian,Midlothian,$$$$
tea do rva,Richmond,$$$$
komma tea,Richmond,$$$
kung fu tea,Henrico,$$$$
tsaocaa - richmond,Richmond,$$$$
bambu,Glen Allen,$$$$
ben wong's tea,Midlothian,$$$$
brecotea-richmond,Richmond,$$$$
catina,Richmond,$$$
happy yappy bubble tea & froyo ice-cream,Richmond,$$$
domoishi,Richmond,$$$
honeybee boba cafe,Sacramento,$$$$
ume tea - sacramento,Sacramento,$$$$
nameless tea & coffee,Sacramento,$$$$
bober tea & coffee,Sacramento,$$$$
bober tea & coffee,Sacramento,$$$$
taichi bubble tea,Sacramento,$$$
8teas bubble,Rancho Cordova,$$$$
happy lemon,Sacramento,$$$
purple kow,Roseville,$$$$
rose tea lounge - elk grove,Elk Grove,$$$$
matcha cafe maiko,Sacramento,$$$$
ding tea - sacramento,Sacramento,$$$
lazi cow - folsom,Folsom,$$$$
mr sun tea,Sacramento,$$$$
bober tea & coffee,Folsom,$$$$
teaspoon roseville,Roseville,$$$$
tokyo cream,Roseville,$$$$
dream tea,Sacramento,$$$$
i-tea,Sacramento,$$$
teaspoon,Sacramento,$$$$
blend,Sacramento,$$$$
fusion,Rancho Cordova,$$$
t4 arden - tea for me,Sacramento,$$$
sweetea,Roseville,$$$$
kobing dessert studio,Citrus Heights,$$$$
the alley boba tea - elk grove,Elk Grove,$$$
the bomb teashop,Roseville,$$$$
bubble university,Roseville,$$$$
snowbee tea station,Sacramento,$$$
boba loca,Sacramento,$$$
t4 madison-auburn,Sacramento,$$$
sunright tea studio,Folsom,$$$$
gong cha,Sacramento,$$$
t4 natomas,Sacramento,$$$
boba pho u,Sacramento,$$$
qtea boba,SACRAMENTO,$$$$
e tea,Sacramento,$$$
tea culture,Elk Grove,$$$
moon tea house,Roseville,$$$$
su van,Sacramento,$$$$
kultura cafe,Rocklin,$$$$
quickly,Sacramento,$$$
senpai's cafe,Roseville,$$$$
lazi cow - davis,Davis,$$$
halal shop,Sacramento,$$$$
tealicious,Sacramento,$$$
happy mochi,Sacramento,$$$$
sweetea,Fair Oaks,$$$$
tapioca express,Sacramento,$$$
urban fuse,Roseville,$$$$
teddy boba,Rancho Cordova,$$$
boba storie tea,Sacramento,$$$$
lollicup,Sacramento,$$$
tea bay,Sacramento,$$$$
e ka tea,Sacramento,$$$$
cool tea bar,Sacramento,$$$
chaii,Sacramento,$$$$
t4 south sac,Sacramento,$$$
b & b bakery and boba,Lincoln,$$$$
tastea,Sacramento,$$$$
lumpia ko - eats and boba,Antelope,$$$$
the hangout,Galt,$$$$
tea bar & fusion cafe,Sacramento,$$$$
koalatea boba,Elk Grove,$$$$
moo moo,Elk Grove,$$$
the tea nook,Lincoln,$$$$
tea hub,Sacramento,$$$
aimée's boba café,Sacramento,$$$$
bru tea cafe,Elk Grove,$$$$
tapioca and tea,Elk Grove,$$$
boba lane,Rocklin,$$$$
teable tea bar,Rocklin,$$$$
icicles,Sacramento,$$$$
t4 folsom,Folsom,$$$$
bober tea & coffee,Roseville,$$$$
koreana plaza,Rancho Cordova,$$$
tea it,Citrus Heights,$$$$
teaspoon,Folsom,$$$$
reejoy bubble tea,Roseville,$$$$
cocomilk cafe,Sacramento,$$$$
yum cha cafe,Sacramento,$$$
brown sugar bubble milk,Sacramento,$$$$
vinhouse tea & coffee - sheldon,Elk Grove,$$$$
18 grams coffee & tea,Elk Grove,$$$$
boomba tea,Folsom,$$$$
mochinut,Rancho Cordova,$$$$
devil & angel desserts,Folsom,$$$$
vampire penguin - folsom,Folsom,$$$$
poke & tea,Rancho Cordova,$$$
teddy boba - rocklin,Rocklin,$$$$
fin’s house,Sacramento,$$$$
somisomi,Elk Grove,$$$$
yogurtagogo,Sacramento,$$$
tea republic,Rocklin,$$$$
hyper tea,Elk Grove,$$$$
bubble university,Rocklin,$$$$
teacup coffee & boba tea,Elk Grove,$$$$
mochi dough,Sacramento,$$$$
bambu,Sacramento,$$$
t4 elk grove,Elk Grove,$$$
cane corner,Elk Grove,$$$$
ding tea,Granite Bay,$$$$
fuji tea house,Rocklin,$$$$
feng cha folsom,Folsom,$$$$
one zo,Roseville,$$
vinhouse tea & coffee - gerber,Sacramento,$$$$
happy lemon,Elk Grove,$$$
quickly,Roseville,$$
akira coffee & tea,Davis,$$$$
bambu,Elk Grove,$$$$
sharetea,Davis,$$$
bambu dessert drinks,Folsom,$$$$
gold pops gio rolls,Elk Grove,$$$$
one milk tea - woodcreek,Roseville,$$$$
honey d cafe,Davis,$$$
there and back cafe,Sacramento,$$$$
dumpling & tea house,Sacramento,$$$$
happy lemon,Elk Grove,$$$$
tea 18,Elk Grove,$$$
quickly,Sacramento,$$$
why not boba,Davis,$$$
junni desserts,Folsom,$$$$
ice dream,Sacramento,$$$$
tea&poke- elk grove,Elk Grove,$$$
mochi dough,Sacramento,$$$$
quickly - rocklin,Rocklin,$$$$
panda house,Sacramento,$$$
i-tea,Davis,$$$
teabo café,Davis,$$$
mochinut - davis,Davis,$$$
urban rolls roseville,Roseville,$$$$
flor de dahlia,Galt,$$$$
raretea,Elk Grove,$$$
saigon corner,Sacramento,$$$$
mochinut - roseville,Roseville,$$$$
teaspoon,El Dorado Hills,$$$$
bobaology,Folsom,$$$
lazi cow - roseville,Roseville,$$$$
yi fang taiwan fruit tea,San Francisco,$$$
maruwu seicha,San Francisco,$$$$
tancca,San Francisco,$$$
red blossom tea,San Francisco,$$$$
boba guys,San Francisco,$$$$
quickly,San Francisco,$$$
powder,San Francisco,$$$$
yu's cafe,San Francisco,$$$
komeya no bento,San Francisco,$$$$
metro hong kong dessert,San Francisco,$$$
tea & others,San Francisco,$$$$
e tea,San Francisco,$$$
sweet gelato tea lounge,San Jose,$$$$
macu tea,San Jose,$$$$
"pop up tea, coffee & snacks",San Jose,$$$$
pekoe,San Jose,$$$$
tp tea,San Jose,$$$
tapioca express,San Jose,$$$
lilikoi boba,San Jose,$$$$
moboba,San Jose,$$$$
tea lyfe drinks,San Jose,$$$$
bambu,San Jose,$$$
r&b tea - san jose,San Jose,$$$
breaktime tea,San Jose,$$$
hello tea,San Jose,$$$
happy lemon,San Jose,$$$
t4,San Jose,$$
teazentea - san jose,San Jose,$$$
cool tea bar,San Jose,$$$
pure tea bar,San Jose,$$$
jasmine kocha,San Jose,$$$$
tea degree,San Jose,$$$$
tastea,San Jose,$$$
teaspoon,San Jose,$$$$
happy lemon,Gilroy,$$$$
tastea,San Jose,$$$$
aroma,San Jose,$$$$
7 leaves cafe,San Jose,$$$$
n7 draft tea and coffee,San Jose,$$$$
phin cafe,San Jose,$$$$
tastea,San Jose,$$$
happy lemon,San Jose,$$$$
teazu,San Jose,$$$
lucky tea,San Jose,$$$$
gong cha,San Jose,$$$
tea era,San Jose,$$$$
boba drive,San Jose,$$$$
shake tea,San Jose,$$$$
quickly,San Jose,$$
happy lemon premier,San Jose,$$$$
passion-t snacks & desserts,San Jose,$$$
izumi matcha,San Jose,$$$$
tleaf teapresso,San Jose,$$$
feng cha teahouse -tully,San Jose,$$$
cafes quan,San Jose,$$$$
t-square coffee & tea,San Jose,$$$$
mochinut cottle road,San Jose,$$$$
r&b tea - silver creek,San Jose,$$$
urban ritual,San Jose,$$$$
happy lemon,San Jose,$$$
heere tea,Bayamón,$$$$
keopi house pr,Vega Baja,$$$$
aloh-o,Novato,$$
tea villa,Santa Clara,$$$
an vat co beo,San Jose,$$$
aloha fresh,San Jose,$$$$
dr.ink,San Jose,$$$$
bobateani,San Jose,$$$$
mochinut - san jose,San Jose,$$$$
lucky corner,Troy,$$$$
eddy’s traditional chinese cooking,Clifton Park,$$$$
gong cha albany,Guilderland,$$$$
taichi bubble tea ramen & poke restaurant,Albany,$$$$
kazami,Schenectady,$$$$
storied coffee & milk teas,Scotia,$$$$
taichi bubble tea,Latham,$$$$
the axe & grind bubble tea and coffee shop,Schenectady,$$$$
short and stout tea,Albany,$$$$
romanteac bubble tea,Albany,$$$
dr. milk,Delmar,$$$$
moge tee - albany,Albany,$$$
spice gyro & kabob,Lake George,$$$$
berry & berry,Albany,$$$
for real boba tea,Lake George,$$$$
ruby city,Albany,$$$
orange julius,Albany,$$
bubblecups,Santa Rosa,$$$$
mango's,Windsor,$$$$
quickly,Rohnert Park,$$$
surf city squeeze,Santa Rosa,$$
t4 tea for u,Fairfield,$$
friends coffee & tea,San Jose,$$$$
jenjon's cafe,Union City,$$$$
sweet mex,Union City,$$$$
